time,V_C.nT0,V_C.T0,V_C.nT1,V_C.T1,V_C.aPD1,V_C.aPDL1,V_C.aCTLA4,V_C.Th,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT0,V_P.T0,V_P.nT1,V_P.T1,V_P.aPD1,V_P.aPDL1,V_P.aCTLA4,V_P.Th,V_P.cabozantinib,V_T.C_x,V_T.T1_exh,V_T.Th_exh,V_T.C1,V_T.K,V_T.c_vas,V_T.C2,V_T.T0,V_T.T1,V_T.IFNg,V_T.APC,V_T.mAPC,V_T.P0,V_T.P1,V_T.aPD1,V_T.aPDL1,V_T.aCTLA4,V_T.Th,V_T.TGFb,V_T.MDSC,V_T.NO,V_T.ArgI,V_T.CCL2,V_T.cabozantinib,V_T.Mac_M1,V_T.Mac_M2,V_T.IL12,V_T.IL10,V_T.Fib,V_T.CAF,V_T.ECM,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.IL2,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.APC,V_LN.mAPC,V_LN.aPD1,V_LN.aPDL1,V_LN.aCTLA4,V_LN.aTh,V_LN.Th,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_T_C1.PD1_PDL1,syn_T_C1.PD1_PDL2,syn_T_C1.PD1,syn_T_C1.PDL1,syn_T_C1.PDL2,syn_T_C1.PD1_aPD1,syn_T_C1.PD1_aPD1_PD1,syn_T_C1.PDL1_aPDL1,syn_T_C1.PDL1_aPDL1_PDL1,syn_T_C1.TPDL1,syn_T_C1.TPDL1_aPDL1,syn_T_C1.TPDL1_aPDL1_TPDL1,syn_T_C1.CD28_CD80,syn_T_C1.CD28_CD80_CD28,syn_T_C1.CD28_CD86,syn_T_C1.CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80,syn_T_C1.CTLA4_CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80_CTLA4,syn_T_C1.CD86_CTLA4,syn_T_C1.CD86_CTLA4_CD86,syn_T_C1.PDL1_CD80,syn_T_C1.PDL1_CD80_CD28,syn_T_C1.PDL1_CD80_CTLA4,syn_T_C1.CD28,syn_T_C1.CTLA4,syn_T_C1.CD80,syn_T_C1.CD80m,syn_T_C1.CD86,syn_T_C1.CTLA4_aCTLA4,syn_T_C1.CTLA4_aCTLA4_CTLA4,syn_T_APC.PD1_PDL1,syn_T_APC.PD1_PDL2,syn_T_APC.PD1,syn_T_APC.PDL1,syn_T_APC.PDL2,syn_T_APC.PD1_aPD1,syn_T_APC.PD1_aPD1_PD1,syn_T_APC.PDL1_aPDL1,syn_T_APC.PDL1_aPDL1_PDL1,syn_T_APC.TPDL1,syn_T_APC.TPDL1_aPDL1,syn_T_APC.TPDL1_aPDL1_TPDL1,syn_T_APC.CD28_CD80,syn_T_APC.CD28_CD80_CD28,syn_T_APC.CD28_CD86,syn_T_APC.CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80,syn_T_APC.CTLA4_CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80_CTLA4,syn_T_APC.CD86_CTLA4,syn_T_APC.CD86_CTLA4_CD86,syn_T_APC.PDL1_CD80,syn_T_APC.PDL1_CD80_CD28,syn_T_APC.PDL1_CD80_CTLA4,syn_T_APC.CD28,syn_T_APC.CTLA4,syn_T_APC.CD80,syn_T_APC.CD80m,syn_T_APC.CD86,syn_T_APC.CTLA4_aCTLA4,syn_T_APC.CTLA4_aCTLA4_CTLA4,syn_M_C.CD47,syn_M_C.SIRPa,syn_M_C.CD47_SIRPa,syn_M_C.PD1_PDL1,syn_M_C.PD1_PDL2,syn_M_C.PD1,syn_M_C.PDL1,syn_M_C.PDL2,syn_M_C.PD1_aPD1,syn_M_C.PD1_aPD1_PD1,syn_M_C.PDL1_aPDL1,syn_M_C.PDL1_aPDL1_PDL1,syn_M_C.PDL1_CD80,syn_M_C.CD80,syn_M_C.CD80m,syn_M_C.PDL1_total,syn_M_C.PDL2_total
214,1958.8,35291,1872.88,8.64923e+06,191.335,0,0,2.96953e+06,433.782,40128.2,102995,97577.1,5.15046e+06,93301.8,1.26347e+09,25.0582,0,0,4.33789e+08,0.0569053,1.16337e+09,4.4291e+08,1.31433e+08,1.71496e+10,1.04079e+10,1853.01,1.42702e+09,5.34295e+08,1.77969e+09,0.00171737,297166,66297.9,1.85267e-08,2.2232e-08,6.96137,0,0,1.29076e+09,0.0923836,3.73135e+07,1.98149,0.333095,0.328496,2.24544,4.03689e+08,4.54112e+08,0.00539933,0.00507029,1.07863e+08,6.16504e+08,40477.7,21.9505,2929.51,15953,0.600173,9.03899,186415,2.71982e+06,1.33518e+06,1.22605e+07,2.76835,0,0,170728,930457,2.20176,1.54475e-08,1.78602e-09,1.8537e-08,2.14319e-09,609.92,0.005446,0.00653804,20.3312,0.0941673,5.83896,0.335577,0.162641,0.0445997,111.467,15.153,0.297409,91.7746,5.97839e-27,4.61071e-20,553.167,0,0,1.61676,32.573,754.474,0.0125646,0.000332201,0.00196728,0.000208055,4.73581,47.1943,2.57148,103.616,0.805249,291.189,0.118806,0.0200619,0.783548,93.6205,0,0,0.691591,0.27889,0.0437194,234.348,26.5069,0.302609,91.5363,2.18582e-26,3.54416e-19,553.167,0,0,0.716501,14.0859,760.101,0.00534362,6.41655e-05,0.000783471,3.76313e-05,4.57862,47.1087,3.63477,142.914,1.06585,284.14,0.111252,0.00911146,0.526798,96.6587,0,0,300.951,0.95136,99.0486,0.0794932,0.0359746,0.00978322,120.374,15.2797,0.0652387,4.41595,0,0,98.3412,25.0692,27.7479,218.795,15.3157
215,1958.81,35518.9,1872.88,8.65377e+06,190.053,0,0,2.97079e+06,409.245,37077.6,101543,97577.6,5.18373e+06,93302,1.26413e+09,24.9148,0,0,4.33973e+08,0.0536864,1.1608e+09,4.439e+08,1.31374e+08,1.70944e+10,1.03694e+10,1851.19,1.42216e+09,5.34951e+08,1.77969e+09,0.00172094,296887,66152.7,1.84863e-08,2.21836e-08,6.92882,0,0,1.28974e+09,0.0926461,3.73308e+07,1.98683,0.334017,0.328164,2.11843,4.0332e+08,4.54615e+08,0.00540679,0.00508722,1.07605e+08,6.17027e+08,40522.1,21.9507,2943.16,16026.8,0.600152,9.03971,186412,2.71964e+06,1.33518e+06,1.22654e+07,2.75542,0,0,170712,930332,2.07722,1.54137e-08,1.78211e-09,1.84965e-08,2.1385e-09,609.94,0.00543417,0.00652383,20.3318,0.0944809,5.83764,0.336532,0.163084,0.0447042,111.523,15.1587,0.296712,91.7742,5.97538e-27,4.61071e-20,553.167,0,0,1.61603,32.5582,754.475,0.0125589,0.000331899,0.00196637,0.000207864,4.73578,47.1941,2.57223,103.646,0.805479,291.189,0.118805,0.0200529,0.783384,93.6206,0,0,0.693721,0.279688,0.0438216,234.521,26.5207,0.301899,91.5352,2.18421e-26,3.54416e-19,553.167,0,0,0.715713,14.0704,760.101,0.00533771,6.40241e-05,0.000782599,3.75481e-05,4.5786,47.1085,3.63558,142.946,1.06608,284.139,0.111252,0.00910145,0.526527,96.6589,0,0,300.951,0.95136,99.0486,0.0797186,0.0360729,0.00980607,120.434,15.2857,0.0650853,4.41586,0,0,98.369,25.0583,27.7419,218.883,15.3218
216,1958.82,35747.8,1872.88,8.65944e+06,188.791,0,0,2.97262e+06,386.454,34259,100112,97578.1,5.21714e+06,93302.2,1.26496e+09,24.7714,0,0,4.34239e+08,0.0506966,1.15816e+09,4.44886e+08,1.31313e+08,1.7039e+10,1.0345e+10,1849.38,1.41731e+09,5.35609e+08,1.77965e+09,0.00172451,296606,66007.3,1.84454e-08,2.21345e-08,6.89701,0,0,1.28871e+09,0.092911,3.73477e+07,1.99219,0.334939,0.327831,2.00046,4.02946e+08,4.55111e+08,0.0054142,0.0051042,1.07345e+08,6.17543e+08,40566.1,21.9509,2956.75,16100.2,0.60013,9.04042,186410,2.71945e+06,1.33518e+06,1.22702e+07,2.74277,0,0,170696,930207,1.96154,1.53801e-08,1.77824e-09,1.84562e-08,2.13385e-09,609.96,0.00542276,0.00651014,20.3325,0.0947923,5.83633,0.337475,0.163521,0.0448071,111.579,15.1644,0.296029,91.7738,5.9724e-27,4.6107e-20,553.167,0,0,1.6153,32.5436,754.475,0.0125532,0.000331599,0.00196546,0.000207675,4.73576,47.1939,2.57298,103.676,0.805707,291.189,0.118805,0.0200439,0.78322,93.6207,0,0,0.695826,0.280475,0.0439223,234.694,26.5344,0.301204,91.534,2.1826e-26,3.54416e-19,553.167,0,0,0.714933,14.0551,760.101,0.00533185,6.38842e-05,0.000781735,3.74658e-05,4.57857,47.1083,3.63639,142.978,1.06631,284.139,0.111251,0.00909153,0.526257,96.659,0,0,300.951,0.95136,99.0486,0.0799411,0.0361699,0.00982856,120.494,15.2918,0.0649349,4.41576,0,0,98.3966,25.0475,27.7359,218.971,15.328
217,1958.83,35977.7,1872.89,8.66513e+06,187.548,0,0,2.97446e+06,460.577,43429.8,104750,97578.6,5.25071e+06,93302.3,1.26579e+09,24.628,0,0,4.34507e+08,0.0604205,1.15546e+09,4.45868e+08,1.31252e+08,1.6985e+10,1.02864e+10,1847.59,1.4125e+09,5.36269e+08,1.77958e+09,0.00172802,296324,65861.7,1.84038e-08,2.20846e-08,6.86571,0,0,1.28767e+09,0.0931747,3.73641e+07,1.99745,0.335863,0.3275,2.38415,4.02567e+08,4.55601e+08,0.00542157,0.00512114,1.07086e+08,6.18054e+08,40609.9,21.9511,2970.28,16173.4,0.60011,9.04114,186407,2.71927e+06,1.33518e+06,1.22747e+07,2.73033,0,0,170680,930082,2.33777,1.53456e-08,1.77424e-09,1.84147e-08,2.12906e-09,609.981,0.0054108,0.00649577,20.3332,0.0951012,5.83501,0.338411,0.163954,0.044909,111.634,15.1701,0.295356,91.7734,5.96943e-27,4.6107e-20,553.167,0,0,1.61458,32.5291,754.475,0.0125475,0.000331302,0.00196456,0.000207488,4.73573,47.1937,2.57372,103.706,0.805934,291.189,0.118804,0.020035,0.783056,93.6208,0,0,0.697914,0.281256,0.044022,234.865,26.548,0.300518,91.5329,2.18101e-26,3.54416e-19,553.167,0,0,0.714159,14.0398,760.102,0.00532605,6.37457e-05,0.000780879,3.73843e-05,4.57855,47.1081,3.63719,143.009,1.06653,284.139,0.11125,0.0090817,0.525989,96.6592,0,0,300.951,0.95136,99.0486,0.0801617,0.0362661,0.00985083,120.554,15.2978,0.0647867,4.41566,0,0,98.424,25.0368,27.73,219.058,15.334
218,1958.84,36208.6,1872.89,8.66896e+06,186.323,0,0,2.97479e+06,434.149,40128.2,103273,97579.1,5.28441e+06,93302.5,1.26634e+09,24.4849,0,0,4.34554e+08,0.0569535,1.1527e+09,4.46844e+08,1.31189e+08,1.69307e+10,1.02371e+10,1845.8,1.40768e+09,5.36931e+08,1.77946e+09,0.0017315,296042,65716.6,1.83617e-08,2.20341e-08,6.83487,0,0,1.28662e+09,0.0934393,3.738e+07,2.00274,0.336788,0.327171,2.24735,4.02182e+08,4.56084e+08,0.00542887,0.005138,1.06828e+08,6.18559e+08,40653.5,21.9513,2983.75,16246.2,0.600089,9.04186,186405,2.71909e+06,1.33518e+06,1.22791e+07,2.71807,0,0,170664,929958,2.20363,1.53104e-08,1.77017e-09,1.83725e-08,2.12417e-09,610.001,0.00539847,0.00648097,20.3339,0.0954073,5.83369,0.339339,0.164383,0.0450101,111.689,15.1757,0.294691,91.773,5.96651e-27,4.6107e-20,553.167,0,0,1.61387,32.5147,754.476,0.0125419,0.000331008,0.00196367,0.000207302,4.73571,47.1935,2.57445,103.735,0.806158,291.188,0.118803,0.0200261,0.782897,93.6209,0,0,0.699986,0.282031,0.0441209,235.034,26.5615,0.29984,91.5318,2.17944e-26,3.54416e-19,553.167,0,0,0.713392,14.0247,760.102,0.0053203,6.36086e-05,0.00078003,3.73036e-05,4.57852,47.1079,3.63798,143.04,1.06676,284.138,0.111249,0.00907196,0.525725,96.6593,0,0,300.951,0.95136,99.0486,0.0803806,0.0363615,0.00987292,120.612,15.3037,0.0646403,4.41557,0,0,98.451,25.0262,27.7241,219.144,15.3401
219,1958.85,36440.4,1872.89,8.67409e+06,185.114,0,0,2.97628e+06,409.607,37077.6,101817,97579.6,5.31826e+06,93302.6,1.26709e+09,24.3419,0,0,4.34771e+08,0.053734,1.14987e+09,4.47816e+08,1.31125e+08,1.68762e+10,1.02016e+10,1844.01,1.40288e+09,5.37595e+08,1.77931e+09,0.00173497,295758,65571.7,1.83191e-08,2.19829e-08,6.80459,0,0,1.28557e+09,0.0937064,3.73955e+07,2.00805,0.337713,0.326842,2.12031,4.01792e+08,4.56561e+08,0.00543611,0.00515489,1.06569e+08,6.19058e+08,40696.8,21.9516,2997.16,16318.7,0.600068,9.04258,186402,2.71891e+06,1.33518e+06,1.22834e+07,2.70603,0,0,170648,929835,2.07906,1.52748e-08,1.76604e-09,1.83297e-08,2.11922e-09,610.021,0.00538597,0.00646597,20.3345,0.0957107,5.83236,0.340257,0.164809,0.0451101,111.743,15.1812,0.294037,91.7726,5.96363e-27,4.6107e-20,553.167,0,0,1.61316,32.5004,754.476,0.0125363,0.000330717,0.00196279,0.000207119,4.73568,47.1933,2.57518,103.764,0.80638,291.188,0.118802,0.0200174,0.782739,93.621,0,0,0.702037,0.282798,0.0442187,235.202,26.5748,0.299173,91.5306,2.17789e-26,3.54416e-19,553.167,0,0,0.712633,14.0098,760.102,0.00531461,6.34729e-05,0.00077919,3.72238e-05,4.5785,47.1077,3.63877,143.071,1.06698,284.138,0.111248,0.00906232,0.525463,96.6594,0,0,300.951,0.95136,99.0486,0.0805972,0.0364559,0.00989477,120.67,15.3096,0.0644963,4.41548,0,0,98.4778,25.0157,27.7183,219.229,15.346
220,1958.86,36673.2,1872.9,8.67766e+06,183.92,0,0,2.97829e+06,386.811,34259,100382,97580.1,5.35224e+06,93302.8,1.26761e+09,24.1992,0,0,4.35064e+08,0.0507435,1.14697e+09,4.48783e+08,1.31061e+08,1.68215e+10,1.018e+10,1842.22,1.39809e+09,5.38262e+08,1.77911e+09,0.00173845,295471,65426.7,1.8276e-08,2.19312e-08,6.77484,0,0,1.2845e+09,0.0939758,3.74104e+07,2.01339,0.33864,0.326514,2.00231,4.01396e+08,4.5703e+08,0.00544332,0.00517183,1.06311e+08,6.19552e+08,40739.9,21.9518,3010.52,16390.8,0.600047,9.0433,186399,2.71873e+06,1.33518e+06,1.22874e+07,2.6942,0,0,170632,929711,1.96335,1.52395e-08,1.76197e-09,1.82874e-08,2.11433e-09,610.042,0.00537406,0.00645167,20.3352,0.0960119,5.83104,0.341166,0.165229,0.0452089,111.796,15.1867,0.293393,91.7722,5.96075e-27,4.6107e-20,553.167,0,0,1.61246,32.4863,754.476,0.0125308,0.000330429,0.00196191,0.000206937,4.73566,47.1932,2.5759,103.793,0.8066,291.188,0.118801,0.0200087,0.782581,93.6211,0,0,0.704071,0.283557,0.0443154,235.368,26.588,0.298517,91.5295,2.17635e-26,3.54416e-19,553.167,0,0,0.71188,13.995,760.102,0.00530897,6.33387e-05,0.000778358,3.71448e-05,4.57847,47.1075,3.63954,143.101,1.0672,284.138,0.111248,0.00905276,0.525204,96.6596,0,0,300.951,0.95136,99.0486,0.0808117,0.0365494,0.00991636,120.728,15.3154,0.0643544,4.41538,0,0,98.5043,25.0053,27.7125,219.313,15.3519
221,1958.87,36906.9,1872.9,8.68335e+06,182.74,0,0,2.97921e+06,460.93,43429.8,105016,97580.6,5.38637e+06,93303,1.26844e+09,24.0569,0,0,4.35197e+08,0.0604667,1.14401e+09,4.49745e+08,1.30995e+08,1.67682e+10,1.01246e+10,1840.45,1.39333e+09,5.3893e+08,1.77887e+09,0.00174188,295184,65281.7,1.82322e-08,2.18786e-08,6.74545,0,0,1.28343e+09,0.0942439,3.74249e+07,2.01862,0.339568,0.326186,2.38598,4.00996e+08,4.57493e+08,0.00545047,0.00518872,1.06052e+08,6.2004e+08,40782.8,21.9521,3023.81,16462.7,0.600026,9.04403,186397,2.71855e+06,1.33518e+06,1.22913e+07,2.68252,0,0,170616,929588,2.33956,1.52032e-08,1.75778e-09,1.82438e-08,2.1093e-09,610.062,0.00536153,0.00643663,20.3359,0.0963107,5.82971,0.342071,0.165648,0.0453072,111.85,15.1921,0.292755,91.7718,5.95791e-27,4.61069e-20,553.167,0,0,1.61177,32.4723,754.476,0.0125254,0.000330143,0.00196105,0.000206757,4.73564,47.193,2.57661,103.822,0.806818,291.188,0.118801,0.0200002,0.782424,93.6213,0,0,0.706095,0.284313,0.0444116,235.534,26.6012,0.297867,91.5284,2.17482e-26,3.54416e-19,553.167,0,0,0.711135,13.9803,760.103,0.00530338,6.32059e-05,0.000777533,3.70667e-05,4.57845,47.1073,3.64031,143.131,1.06742,284.138,0.111247,0.00904329,0.524946,96.6597,0,0,300.951,0.95136,99.0486,0.0810251,0.0366423,0.00993784,120.785,15.3211,0.064214,4.41529,0,0,98.5307,24.995,27.7068,219.397,15.3578
222,1958.88,37141.5,1872.9,8.69025e+06,181.575,0,0,2.98074e+06,434.496,40128.2,103535,97581.1,5.42062e+06,93303.1,1.26944e+09,23.915,0,0,4.35419e+08,0.0569991,1.141e+09,4.50702e+08,1.30928e+08,1.67146e+10,1.00783e+10,1838.69,1.38858e+09,5.39601e+08,1.7786e+09,0.00174526,294897,65137.1,1.8188e-08,2.18256e-08,6.71637,0,0,1.28235e+09,0.0945129,3.7439e+07,2.02387,0.340495,0.325861,2.24915,4.0059e+08,4.57949e+08,0.00545756,0.00520552,1.05794e+08,6.20522e+08,40825.4,21.9524,3037.04,16534.2,0.600006,9.04475,186394,2.71837e+06,1.33518e+06,1.22951e+07,2.67095,0,0,170601,929466,2.20539,1.51661e-08,1.75349e-09,1.81993e-08,2.10415e-09,610.083,0.00534847,0.00642094,20.3366,0.0966066,5.82839,0.342971,0.166065,0.0454051,111.902,15.1975,0.292123,91.7714,5.95511e-27,4.61069e-20,553.167,0,0,1.61108,32.4585,754.477,0.01252,0.00032986,0.00196019,0.000206578,4.73561,47.1928,2.57731,103.85,0.807034,291.188,0.1188,0.0199917,0.782271,93.6214,0,0,0.708108,0.285065,0.0445073,235.697,26.6142,0.297223,91.5273,2.17331e-26,3.54416e-19,553.167,0,0,0.710397,13.9658,760.103,0.00529784,6.30744e-05,0.000776716,3.69893e-05,4.57842,47.1071,3.64108,143.161,1.06764,284.137,0.111246,0.00903391,0.524692,96.6599,0,0,300.951,0.95136,99.0486,0.0812375,0.0367348,0.00995923,120.842,15.3268,0.0640747,4.41519,0,0,98.5567,24.9848,27.7012,219.48,15.3636
223,1958.89,37377,1872.91,8.69563e+06,180.422,0,0,2.98231e+06,409.949,37077.6,102076,97581.6,5.45501e+06,93303.3,1.27023e+09,23.7735,0,0,4.35647e+08,0.0537789,1.13792e+09,4.51653e+08,1.3086e+08,1.66608e+10,1.00455e+10,1836.92,1.38383e+09,5.40274e+08,1.77829e+09,0.00174865,294609,64992.9,1.81433e-08,2.17719e-08,6.6877,0,0,1.28126e+09,0.0947844,3.74526e+07,2.02916,0.341424,0.325536,2.12208,4.00179e+08,4.58399e+08,0.00546459,0.00522235,1.05537e+08,6.20998e+08,40867.7,21.9527,3050.21,16605.3,0.599985,9.04548,186392,2.71819e+06,1.33518e+06,1.22987e+07,2.65956,0,0,170585,929344,2.08079,1.51288e-08,1.74917e-09,1.81545e-08,2.09897e-09,610.104,0.0053354,0.00640525,20.3373,0.0968998,5.82706,0.343865,0.166478,0.0455022,111.954,15.2028,0.291498,91.771,5.95234e-27,4.61069e-20,553.167,0,0,1.61041,32.4447,754.477,0.0125146,0.000329581,0.00195934,0.000206402,4.73559,47.1926,2.57801,103.878,0.807248,291.187,0.118799,0.0199832,0.782119,93.6215,0,0,0.710107,0.285812,0.0446023,235.859,26.627,0.296586,91.5262,2.17181e-26,3.54416e-19,553.167,0,0,0.709666,13.9514,760.103,0.00529236,6.29444e-05,0.000775907,3.69128e-05,4.5784,47.107,3.64183,143.191,1.06785,284.137,0.111245,0.00902463,0.52444,96.66,0,0,300.951,0.95136,99.0486,0.0814483,0.0368267,0.00998044,120.898,15.3325,0.0639372,4.4151,0,0,98.5824,24.9747,27.6956,219.562,15.3693
224,1958.9,37613.4,1872.91,8.70011e+06,179.282,0,0,2.9834e+06,387.149,34259,100637,97582.1,5.48953e+06,93303.4,1.27088e+09,23.6326,0,0,4.35807e+08,0.0507878,1.13479e+09,4.526e+08,1.30791e+08,1.66068e+10,1.00263e+10,1835.14,1.37911e+09,5.40948e+08,1.77794e+09,0.00175204,294318,64848.6,1.80981e-08,2.17177e-08,6.65945,0,0,1.28017e+09,0.0950581,3.74657e+07,2.03446,0.342353,0.325211,2.00405,3.99764e+08,4.58841e+08,0.00547158,0.00523922,1.05279e+08,6.21469e+08,40909.8,21.953,3063.32,16676.1,0.599965,9.0462,186389,2.71801e+06,1.33518e+06,1.23021e+07,2.64832,0,0,170569,929222,1.96506,1.50914e-08,1.74484e-09,1.81096e-08,2.09377e-09,610.124,0.00532247,0.00638973,20.338,0.0971904,5.82573,0.344752,0.166889,0.0455986,112.006,15.2081,0.290881,91.7706,5.94958e-27,4.61069e-20,553.167,0,0,1.60973,32.4312,754.477,0.0125093,0.000329304,0.0019585,0.000206227,4.73556,47.1924,2.5787,103.906,0.807459,291.187,0.118799,0.0199749,0.781967,93.6216,0,0,0.712093,0.286553,0.0446966,236.02,26.6398,0.295957,91.5251,2.17033e-26,3.54415e-19,553.167,0,0,0.708942,13.9372,760.103,0.00528693,6.28157e-05,0.000775107,3.68371e-05,4.57838,47.1068,3.64258,143.22,1.06806,284.137,0.111245,0.00901543,0.52419,96.6601,0,0,300.951,0.95136,99.0486,0.0816575,0.0369178,0.0100015,120.953,15.3381,0.0638013,4.41501,0,0,98.608,24.9647,27.69,219.643,15.375
225,1958.91,37850.7,1872.91,8.70467e+06,178.153,0,0,2.98507e+06,365.963,31654.6,99218,97582.6,5.52417e+06,93303.6,1.27154e+09,23.4921,0,0,4.36049e+08,0.0480086,1.1316e+09,4.53541e+08,1.30722e+08,1.65528e+10,1.00208e+10,1833.37,1.37441e+09,5.41625e+08,1.77755e+09,0.00175543,294025,64704.1,1.80525e-08,2.1663e-08,6.63158,0,0,1.27907e+09,0.0953335,3.74784e+07,2.03977,0.343283,0.324887,1.89439,3.99344e+08,4.59277e+08,0.00547854,0.00525613,1.05022e+08,6.21934e+08,40951.7,21.9533,3076.37,16746.6,0.599945,9.04693,186387,2.71784e+06,1.33518e+06,1.23053e+07,2.63724,0,0,170554,929101,1.85753,1.50534e-08,1.74045e-09,1.80641e-08,2.08851e-09,610.145,0.00530931,0.00637393,20.3387,0.0974784,5.8244,0.345634,0.167296,0.0456942,112.058,15.2134,0.290271,91.7703,5.94684e-27,4.61068e-20,553.167,0,0,1.60907,32.4177,754.478,0.0125041,0.000329029,0.00195766,0.000206054,4.73554,47.1923,2.57939,103.933,0.807669,291.187,0.118798,0.0199666,0.781815,93.6217,0,0,0.714068,0.28729,0.0447901,236.18,26.6525,0.295335,91.524,2.16886e-26,3.54415e-19,553.167,0,0,0.708225,13.9231,760.104,0.00528156,6.26884e-05,0.000774313,3.67622e-05,4.57835,47.1066,3.64332,143.249,1.06827,284.136,0.111244,0.00900632,0.523942,96.6603,0,0,300.951,0.95136,99.0486,0.0818655,0.0370084,0.0100224,121.009,15.3437,0.0636669,4.41492,0,0,98.6334,24.9548,27.6845,219.724,15.3807
226,1958.92,38088.8,1872.92,8.71151e+06,177.035,0,0,2.98784e+06,346.272,29248.2,97819.2,97583.1,5.55894e+06,93303.8,1.27254e+09,23.3522,0,0,4.36453e+08,0.0454255,1.12836e+09,4.54477e+08,1.30651e+08,1.64989e+10,1.0029e+10,1831.6,1.36976e+09,5.42303e+08,1.77713e+09,0.0017588,293730,64559.3,1.80064e-08,2.16077e-08,6.60403,0,0,1.27796e+09,0.0956105,3.74906e+07,2.04508,0.344214,0.324562,1.79246,3.98919e+08,4.59706e+08,0.00548546,0.00527306,1.04764e+08,6.22394e+08,40993.3,21.9536,3089.35,16816.7,0.599925,9.04766,186384,2.71766e+06,1.33518e+06,1.23084e+07,2.62629,0,0,170538,928981,1.75758,1.50152e-08,1.73604e-09,1.80183e-08,2.08321e-09,610.166,0.0052961,0.00635807,20.3394,0.0977639,5.82307,0.346513,0.167702,0.0457893,112.109,15.2186,0.289667,91.7699,5.94411e-27,4.61068e-20,553.167,0,0,1.6084,32.4043,754.478,0.0124989,0.000328757,0.00195684,0.000205882,4.73552,47.1921,2.58007,103.961,0.807878,291.187,0.118797,0.0199584,0.781663,93.6218,0,0,0.716034,0.288023,0.0448831,236.339,26.6652,0.29472,91.5229,2.1674e-26,3.54415e-19,553.167,0,0,0.707514,13.9091,760.104,0.00527623,6.25624e-05,0.000773527,3.66881e-05,4.57833,47.1064,3.64406,143.278,1.06848,284.136,0.111243,0.00899729,0.523694,96.6604,0,0,300.951,0.95136,99.0486,0.0820725,0.0370985,0.0100432,121.064,15.3492,0.0635339,4.41482,0,0,98.6587,24.9449,27.679,219.804,15.3863
227,1958.93,38327.8,1872.92,8.71903e+06,175.928,0,0,2.98911e+06,327.964,27024.7,96440.1,97583.6,5.59384e+06,93303.9,1.27363e+09,23.2129,0,0,4.36638e+08,0.0430237,1.12505e+09,4.55407e+08,1.30579e+08,1.64451e+10,1.00509e+10,1829.83,1.36516e+09,5.42984e+08,1.77667e+09,0.00176215,293434,64414.4,1.796e-08,2.1552e-08,6.57678,0,0,1.27684e+09,0.0958884,3.75024e+07,2.05037,0.345146,0.324238,1.69769,3.98489e+08,4.60129e+08,0.00549234,0.00528998,1.04506e+08,6.22848e+08,41034.7,21.954,3102.26,16886.5,0.599904,9.04839,186381,2.71748e+06,1.33518e+06,1.23114e+07,2.61545,0,0,170523,928860,1.66465,1.49764e-08,1.73154e-09,1.79716e-08,2.07781e-09,610.187,0.00528243,0.00634167,20.3401,0.0980466,5.82174,0.347387,0.168106,0.045884,112.16,15.2238,0.289068,91.7695,5.9414e-27,4.61068e-20,553.167,0,0,1.60775,32.391,754.478,0.0124937,0.000328487,0.00195601,0.000205712,4.73549,47.1919,2.58075,103.988,0.808085,291.186,0.118796,0.0199503,0.781512,93.6219,0,0,0.717993,0.288754,0.0449758,236.498,26.6777,0.294109,91.5218,2.16595e-26,3.54415e-19,553.167,0,0,0.706809,13.8952,760.104,0.00527094,6.24375e-05,0.000772747,3.66146e-05,4.57831,47.1062,3.64478,143.306,1.06869,284.136,0.111243,0.00898833,0.523448,96.6605,0,0,300.951,0.95136,99.0486,0.0822787,0.0371882,0.0100638,121.118,15.3547,0.063402,4.41473,0,0,98.6838,24.9351,27.6736,219.884,15.3919
