time,V_C.nT0,V_C.T0,V_C.nT1,V_C.T1,V_C.aPD1,V_C.aPDL1,V_C.aCTLA4,V_C.Th,V_C.cabozantinib,V_C.A_site1,V_C.A_site2,V_P.nT0,V_P.T0,V_P.nT1,V_P.T1,V_P.aPD1,V_P.aPDL1,V_P.aCTLA4,V_P.Th,V_P.cabozantinib,V_T.C_x,V_T.T1_exh,V_T.Th_exh,V_T.C1,V_T.K,V_T.c_vas,V_T.C2,V_T.T0,V_T.T1,V_T.IFNg,V_T.APC,V_T.mAPC,V_T.P0,V_T.P1,V_T.aPD1,V_T.aPDL1,V_T.aCTLA4,V_T.Th,V_T.TGFb,V_T.MDSC,V_T.NO,V_T.ArgI,V_T.CCL2,V_T.cabozantinib,V_T.Mac_M1,V_T.Mac_M2,V_T.IL12,V_T.IL10,V_T.Fib,V_T.CAF,V_T.ECM,V_LN.nT0,V_LN.aT0,V_LN.T0,V_LN.IL2,V_LN.nT1,V_LN.aT1,V_LN.T1,V_LN.APC,V_LN.mAPC,V_LN.aPD1,V_LN.aPDL1,V_LN.aCTLA4,V_LN.aTh,V_LN.Th,V_LN.cabozantinib,V_e.P0,V_e.p0,V_e.P1,V_e.p1,A_e.M1,A_e.M1p0,A_e.M1p1,A_s.M1,A_s.M1p0,A_s.M1p1,syn_T_C1.PD1_PDL1,syn_T_C1.PD1_PDL2,syn_T_C1.PD1,syn_T_C1.PDL1,syn_T_C1.PDL2,syn_T_C1.PD1_aPD1,syn_T_C1.PD1_aPD1_PD1,syn_T_C1.PDL1_aPDL1,syn_T_C1.PDL1_aPDL1_PDL1,syn_T_C1.TPDL1,syn_T_C1.TPDL1_aPDL1,syn_T_C1.TPDL1_aPDL1_TPDL1,syn_T_C1.CD28_CD80,syn_T_C1.CD28_CD80_CD28,syn_T_C1.CD28_CD86,syn_T_C1.CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80,syn_T_C1.CTLA4_CD80_CTLA4,syn_T_C1.CD80_CTLA4_CD80_CTLA4,syn_T_C1.CD86_CTLA4,syn_T_C1.CD86_CTLA4_CD86,syn_T_C1.PDL1_CD80,syn_T_C1.PDL1_CD80_CD28,syn_T_C1.PDL1_CD80_CTLA4,syn_T_C1.CD28,syn_T_C1.CTLA4,syn_T_C1.CD80,syn_T_C1.CD80m,syn_T_C1.CD86,syn_T_C1.CTLA4_aCTLA4,syn_T_C1.CTLA4_aCTLA4_CTLA4,syn_T_APC.PD1_PDL1,syn_T_APC.PD1_PDL2,syn_T_APC.PD1,syn_T_APC.PDL1,syn_T_APC.PDL2,syn_T_APC.PD1_aPD1,syn_T_APC.PD1_aPD1_PD1,syn_T_APC.PDL1_aPDL1,syn_T_APC.PDL1_aPDL1_PDL1,syn_T_APC.TPDL1,syn_T_APC.TPDL1_aPDL1,syn_T_APC.TPDL1_aPDL1_TPDL1,syn_T_APC.CD28_CD80,syn_T_APC.CD28_CD80_CD28,syn_T_APC.CD28_CD86,syn_T_APC.CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80,syn_T_APC.CTLA4_CD80_CTLA4,syn_T_APC.CD80_CTLA4_CD80_CTLA4,syn_T_APC.CD86_CTLA4,syn_T_APC.CD86_CTLA4_CD86,syn_T_APC.PDL1_CD80,syn_T_APC.PDL1_CD80_CD28,syn_T_APC.PDL1_CD80_CTLA4,syn_T_APC.CD28,syn_T_APC.CTLA4,syn_T_APC.CD80,syn_T_APC.CD80m,syn_T_APC.CD86,syn_T_APC.CTLA4_aCTLA4,syn_T_APC.CTLA4_aCTLA4_CTLA4,syn_M_C.CD47,syn_M_C.SIRPa,syn_M_C.CD47_SIRPa,syn_M_C.PD1_PDL1,syn_M_C.PD1_PDL2,syn_M_C.PD1,syn_M_C.PDL1,syn_M_C.PDL2,syn_M_C.PD1_aPD1,syn_M_C.PD1_aPD1_PD1,syn_M_C.PDL1_aPDL1,syn_M_C.PDL1_aPDL1_PDL1,syn_M_C.PDL1_CD80,syn_M_C.CD80,syn_M_C.CD80m,syn_M_C.PDL1_total,syn_M_C.PDL2_total
14,1956.53,26503.3,1872.32,1.15447e+07,129.525,0,0,3.99447e+06,242.582,28803,21952.8,97463.9,3.87616e+06,93274.1,1.68735e+09,9.0157,0,0,5.83823e+08,0.0318229,1.22907e+08,5.11155e+08,1.2305e+08,2.02824e+10,4.20476e+11,2139.06,1.53176e+09,4.39865e+08,6.84523e+08,0.000847953,260213,66106.2,6.96694e-09,8.36033e-09,4.81704,0,0,1.27614e+09,0.0766282,2.58709e+07,1.35527,0.241249,0.379746,1.25571,3.09618e+08,3.02e+08,0.00411315,0.00333642,1.07549e+08,4.31984e+08,28317.5,21.9442,693.393,3804.73,0.603782,8.88784,186882,2.75153e+06,1.33518e+06,8.50645e+06,1.91352,0,0,173563,952419,1.23129,5.7749e-09,6.67406e-10,6.92988e-09,8.00874e-10,605.595,0.00201377,0.00241756,20.1868,0.0184744,6.13121,0.325459,0.163902,0.0536075,89.9409,12.7046,0.247501,91.7995,7.41001e-27,4.61119e-20,553.167,0,0,1.93161,38.93,754.344,0.0150488,0.000475198,0.00236293,0.000298458,4.74677,47.2787,2.24804,90.6148,0.705964,291.292,0.119144,0.0239604,0.848938,93.5713,0,0,0.624844,0.269865,0.052581,176.047,21.3265,0.251771,91.5952,2.90984e-26,3.54434e-19,553.167,0,0,1.09483,21.5336,759.962,0.00818833,0.000150171,0.00120453,8.83628e-05,4.59081,47.2034,3.24497,127.647,0.954692,284.272,0.111621,0.0139159,0.626053,96.5961,0,0,300.951,0.95136,99.0486,0.0772175,0.0363309,0.0117646,97.2352,12.8321,0.0543177,4.42138,0,0,86.5227,29.741,30.2229,183.835,12.8685
15,1956.54,26337.8,1872.32,1.15131e+07,124.893,0,0,3.98439e+06,225.94,26613.4,21643.3,97464.5,3.85194e+06,93274.2,1.68273e+09,9.23501,0,0,5.8235e+08,0.0296397,1.29606e+08,5.03307e+08,1.23163e+08,2.03213e+10,4.08852e+11,2138.4,1.53601e+09,4.40275e+08,6.96043e+08,0.000855134,260838,66263.2,7.13283e-09,8.55939e-09,4.62469,0,0,1.27714e+09,0.0765559,2.5943e+07,1.35594,0.241299,0.379633,1.16956,3.10558e+08,3.02758e+08,0.00411542,0.00333718,1.07818e+08,4.33013e+08,28381.8,21.9454,693.733,3806.42,0.603778,8.88878,186880,2.75148e+06,1.33518e+06,8.53005e+06,1.83723,0,0,173558,952383,1.14681,5.91325e-09,6.83405e-10,7.0959e-09,8.20073e-10,605.63,0.00206233,0.00247587,20.188,0.0186529,6.12929,0.333104,0.16766,0.0547102,90.1982,12.7339,0.242503,91.7957,7.38886e-27,4.61119e-20,553.167,0,0,1.92672,38.8314,754.346,0.0150102,0.000472781,0.00235677,0.000296928,4.7466,47.2774,2.25304,90.8161,0.707506,291.291,0.119139,0.0238999,0.8484,93.572,0,0,0.639183,0.276129,0.0536594,176.468,21.3829,0.246689,91.5869,2.9029e-26,3.54434e-19,553.167,0,0,1.08367,21.3141,759.967,0.0081043,0.000147116,0.00119207,8.65583e-05,4.59048,47.2006,3.25633,128.094,0.957957,284.271,0.111612,0.0137742,0.626747,96.5971,0,0,300.951,0.95136,99.0486,0.0790437,0.0371684,0.0120057,97.5366,12.8644,0.0532164,4.42048,0,0,86.6923,29.6734,30.1885,184.308,12.9016
16,1956.55,26173.8,1872.32,1.14816e+07,120.683,0,0,3.97339e+06,210.537,24590.2,21338.2,97465.1,3.82795e+06,93274.3,1.67812e+09,9.42491,0,0,5.80742e+08,0.0276191,1.36378e+08,4.95719e+08,1.23277e+08,2.03605e+10,3.97587e+11,2137.74,1.54024e+09,4.40684e+08,7.0749e+08,0.000862212,261460,66419.4,7.29809e-09,8.75771e-09,4.44985,0,0,1.27813e+09,0.076483,2.60152e+07,1.35659,0.241352,0.379519,1.08983,3.11501e+08,3.03515e+08,0.00411779,0.0033379,1.08086e+08,4.34044e+08,28446.2,21.9466,694.229,3808.97,0.603775,8.88971,186878,2.75142e+06,1.33518e+06,8.55368e+06,1.76788,0,0,173552,952345,1.06863,6.05109e-09,6.99345e-10,7.2613e-09,8.392e-10,605.664,0.00211071,0.00253395,20.1891,0.0188365,6.12739,0.340554,0.171306,0.055774,90.4568,12.7627,0.237868,91.7919,7.36773e-27,4.61118e-20,553.167,0,0,1.9221,38.738,754.348,0.0149736,0.0004705,0.00235094,0.000295483,4.74645,47.2761,2.25778,91.0067,0.708965,291.29,0.119134,0.0238426,0.847753,93.5726,0,0,0.653316,0.282215,0.0546995,176.94,21.4387,0.241977,91.5786,2.89516e-26,3.54434e-19,553.167,0,0,1.07408,21.1254,759.971,0.00803204,0.000144515,0.00118136,8.50216e-05,4.5902,47.1982,3.26612,128.478,0.960767,284.269,0.111604,0.0136524,0.626953,96.5981,0,0,300.951,0.95136,99.0486,0.0808181,0.0379811,0.0122381,97.832,12.896,0.052195,4.41958,0,0,86.858,29.6073,30.1549,184.771,12.934
17,1956.57,26011.4,1872.33,1.14493e+07,116.853,0,0,3.96195e+06,291.579,34496,27086.9,97465.7,3.80418e+06,93274.4,1.6734e+09,9.58845,0,0,5.79069e+08,0.0382506,1.4322e+08,4.88384e+08,1.2339e+08,2.03971e+10,3.86495e+11,2137.04,1.54448e+09,4.41092e+08,7.18861e+08,0.000869237,262079,66574.9,7.46292e-09,8.95551e-09,4.29086,0,0,1.27911e+09,0.0764141,2.60875e+07,1.35737,0.241408,0.379402,1.50934,3.12447e+08,3.04271e+08,0.00412027,0.00333869,1.08352e+08,4.35076e+08,28510.7,21.9478,694.88,3812.38,0.60377,8.89064,186876,2.75136e+06,1.33518e+06,8.57735e+06,1.70482,0,0,173546,952306,1.47999,6.18857e-09,7.15244e-10,7.42629e-09,8.58279e-10,605.698,0.002159,0.00259192,20.1903,0.0190253,6.12549,0.347788,0.174834,0.0567972,90.7139,12.7908,0.233573,91.7882,7.34684e-27,4.61118e-20,553.167,0,0,1.91767,38.6486,754.35,0.0149386,0.000468318,0.00234534,0.000294102,4.74629,47.2749,2.26233,91.1895,0.710365,291.288,0.119129,0.0237877,0.847052,93.5733,0,0,0.667172,0.288113,0.0556999,177.448,21.4936,0.237609,91.5705,2.88688e-26,3.54434e-19,553.167,0,0,1.06569,20.9602,759.974,0.00796882,0.000142258,0.00117199,8.36886e-05,4.58995,47.196,3.27469,128.815,0.963227,284.268,0.111596,0.0135458,0.626801,96.5991,0,0,300.951,0.95136,99.0486,0.0825376,0.0387675,0.0124616,98.1214,12.9269,0.0512485,4.41869,0,0,87.02,29.5428,30.122,185.224,12.9657
18,1956.58,25850.6,1872.33,1.14185e+07,113.363,0,0,3.95152e+06,271.635,31873.6,26705,97466.3,3.78065e+06,93274.5,1.6689e+09,9.72839,0,0,5.77544e+08,0.0356342,1.50131e+08,4.81295e+08,1.23503e+08,2.04338e+10,3.75727e+11,2136.32,1.54871e+09,4.415e+08,7.30158e+08,0.000876203,262693,66728.8,7.62708e-09,9.1525e-09,4.14612,0,0,1.28009e+09,0.0763469,2.61599e+07,1.35815,0.241467,0.379281,1.4061,3.13395e+08,3.05026e+08,0.00412288,0.00333958,1.08616e+08,4.3611e+08,28575.2,21.9489,695.689,3816.65,0.603766,8.89157,186874,2.75131e+06,1.33518e+06,8.60106e+06,1.64741,0,0,173540,952266,1.37875,6.32548e-09,7.31076e-10,7.59057e-09,8.77277e-10,605.732,0.00220706,0.00264962,20.1914,0.0192192,6.1236,0.354796,0.178242,0.0577793,90.9687,12.8185,0.229593,91.7845,7.32626e-27,4.61118e-20,553.167,0,0,1.91338,38.562,754.352,0.0149047,0.000466214,0.00233993,0.000292769,4.74615,47.2738,2.26672,91.3663,0.711718,291.287,0.119125,0.0237347,0.846321,93.5739,0,0,0.68071,0.293818,0.0566601,177.98,21.5478,0.233562,91.5624,2.87824e-26,3.54434e-19,553.167,0,0,1.05823,20.8133,759.977,0.00791259,0.000140266,0.00116365,8.25117e-05,4.58973,47.1942,3.28233,129.114,0.965417,284.267,0.11159,0.013451,0.626382,96.5999,0,0,300.951,0.95136,99.0486,0.0842014,0.0395274,0.0126761,98.4055,12.9573,0.0503713,4.41781,0,0,87.1786,29.4796,30.0898,185.668,12.9968
19,1956.59,25691.3,1872.33,1.13889e+07,110.179,0,0,3.94113e+06,253.173,29450.6,26328.5,97467,3.75734e+06,93274.6,1.66456e+09,9.84717,0,0,5.76025e+08,0.0332123,1.57112e+08,4.74446e+08,1.23616e+08,2.04709e+10,3.65289e+11,2135.61,1.55291e+09,4.41907e+08,7.41384e+08,0.000883074,263303,66881.4,7.79052e-09,9.34863e-09,4.01403,0,0,1.28106e+09,0.0762789,2.62324e+07,1.3589,0.24153,0.379159,1.31053,3.14345e+08,3.0578e+08,0.00412559,0.00334047,1.08878e+08,4.37144e+08,28639.9,21.95,696.656,3821.78,0.603762,8.8925,186872,2.75125e+06,1.33518e+06,8.6248e+06,1.59502,0,0,173534,952226,1.28505,6.46179e-09,7.46838e-10,7.75415e-09,8.96191e-10,605.766,0.00225491,0.00270706,20.1925,0.0194181,6.12172,0.361577,0.181533,0.0587216,91.2199,12.8457,0.2259,91.7808,7.30609e-27,4.61118e-20,553.167,0,0,1.90922,38.4779,754.353,0.0148718,0.000464173,0.00233468,0.000291477,4.746,47.2727,2.271,91.5383,0.713034,291.286,0.11912,0.0236831,0.845583,93.5745,0,0,0.693909,0.299335,0.0575812,178.529,21.6012,0.229806,91.5544,2.86939e-26,3.54434e-19,553.167,0,0,1.05148,20.6806,759.98,0.00786179,0.000138478,0.00115612,8.14556e-05,4.58952,47.1925,3.28923,129.385,0.967396,284.265,0.111584,0.0133654,0.62577,96.6008,0,0,300.951,0.95136,99.0486,0.0858101,0.0402611,0.0128818,98.6842,12.987,0.0495572,4.41694,0,0,87.3337,29.4178,30.0582,186.104,13.0273
20,1956.6,25533.7,1872.33,1.13588e+07,107.271,0,0,3.9289e+06,236.084,27211.7,25957.3,97467.6,3.73427e+06,93274.8,1.66018e+09,9.94702,0,0,5.74236e+08,0.0309705,1.64161e+08,4.6783e+08,1.23728e+08,2.05084e+10,3.55176e+11,2134.9,1.5571e+09,4.42315e+08,7.52537e+08,0.000889845,263912,67033.4,7.95316e-09,9.54379e-09,3.89326,0,0,1.28202e+09,0.0762102,2.63049e+07,1.35963,0.241596,0.379035,1.22207,3.15298e+08,3.06534e+08,0.00412838,0.00334131,1.09139e+08,4.38181e+08,28704.6,21.9511,697.782,3827.77,0.603757,8.89342,186870,2.75118e+06,1.33518e+06,8.64857e+06,1.54711,0,0,173528,952184,1.19831,6.59749e-09,7.62532e-10,7.91699e-09,9.15023e-10,605.799,0.00230259,0.0027643,20.1936,0.019622,6.11985,0.36813,0.184707,0.0596247,91.4665,12.8724,0.22247,91.7772,7.28639e-27,4.61117e-20,553.167,0,0,1.90516,38.3959,754.355,0.0148397,0.000462188,0.00232955,0.00029022,4.74586,47.2716,2.27517,91.7058,0.714317,291.284,0.119116,0.0236329,0.844851,93.5751,0,0,0.706748,0.304664,0.058464,179.086,21.6537,0.226317,91.5467,2.86045e-26,3.54434e-19,553.167,0,0,1.04531,20.559,759.983,0.00781525,0.00013685,0.00114921,8.04941e-05,4.58933,47.1909,3.29557,129.634,0.96921,284.264,0.111578,0.0132869,0.625023,96.6016,0,0,300.951,0.95136,99.0486,0.0873642,0.0409688,0.0130789,98.9572,13.0161,0.0488009,4.41609,0,0,87.4854,29.3574,30.0273,186.53,13.0571
21,1956.62,25377.7,1872.34,1.13266e+07,104.61,0,0,3.91957e+06,315.563,36918.3,31640.9,97468.2,3.71144e+06,93274.9,1.65546e+09,10.0299,0,0,5.72872e+08,0.0413968,1.71277e+08,4.6144e+08,1.23839e+08,2.05433e+10,3.45232e+11,2134.15,1.5613e+09,4.42721e+08,7.63615e+08,0.000896565,264518,67184.7,8.11516e-09,9.7382e-09,3.78277,0,0,1.28298e+09,0.0761454,2.63776e+07,1.36048,0.241665,0.378909,1.63349,3.16253e+08,3.07287e+08,0.00413126,0.00334222,1.09398e+08,4.39218e+08,28769.4,21.9521,699.067,3834.65,0.603752,8.89434,186868,2.75112e+06,1.33518e+06,8.67238e+06,1.50328,0,0,173522,952141,1.60172,6.73259e-09,7.78155e-10,8.07911e-09,9.33771e-10,605.832,0.00235003,0.00282125,20.1947,0.0198309,6.11798,0.374452,0.187764,0.0604886,91.7084,12.8985,0.219284,91.7737,7.26716e-27,4.61117e-20,553.167,0,0,1.9012,38.3159,754.357,0.0148084,0.000460256,0.00232455,0.000288996,4.74572,47.2705,2.27923,91.8693,0.715568,291.283,0.119112,0.0235838,0.844128,93.5757,0,0,0.719204,0.309802,0.0593084,179.648,21.7055,0.223076,91.5391,2.85151e-26,3.54434e-19,553.167,0,0,1.03958,20.4462,759.985,0.00777211,0.00013535,0.00114282,7.96078e-05,4.58915,47.1895,3.30144,129.864,0.970893,284.262,0.111573,0.0132142,0.624181,96.6024,0,0,300.951,0.95136,99.0486,0.0888628,0.0416504,0.0132674,99.2245,13.0446,0.0480984,4.41526,0,0,87.6336,29.2984,29.9972,186.947,13.0863
22,1956.63,25223.4,1872.34,1.12959e+07,102.17,0,0,3.90979e+06,294.168,34111.7,31194.8,97468.8,3.68886e+06,93275,1.65098e+09,10.0976,0,0,5.71443e+08,0.0385902,1.78459e+08,4.55272e+08,1.23951e+08,2.05784e+10,3.35582e+11,2133.4,1.56548e+09,4.43127e+08,7.74619e+08,0.000903229,265118,67334.6,8.27629e-09,9.93155e-09,3.68153,0,0,1.28394e+09,0.0760821,2.64503e+07,1.36133,0.241737,0.37878,1.52274,3.17209e+08,3.08039e+08,0.00413425,0.00334324,1.09655e+08,4.40257e+08,28834.3,21.9531,700.512,3842.39,0.603747,8.89526,186866,2.75106e+06,1.33518e+06,8.69622e+06,1.46312,0,0,173515,952097,1.49313,6.86715e-09,7.93717e-10,8.24057e-09,9.52445e-10,605.865,0.00239737,0.00287808,20.1958,0.0200447,6.11612,0.380547,0.190705,0.061314,91.9464,12.9242,0.216324,91.7703,7.24834e-27,4.61117e-20,553.167,0,0,1.89733,38.2377,754.358,0.0147778,0.000458372,0.00231967,0.000287803,4.74559,47.2695,2.2832,92.0291,0.716791,291.282,0.119108,0.0235359,0.84341,93.5763,0,0,0.731273,0.314753,0.0601151,180.212,21.7564,0.220065,91.5316,2.84259e-26,3.54434e-19,553.167,0,0,1.03421,20.3406,759.987,0.00773169,0.000133952,0.00113682,7.87821e-05,4.58898,47.1881,3.30695,130.08,0.97247,284.26,0.111568,0.0131461,0.623267,96.6032,0,0,300.951,0.95136,99.0486,0.0903071,0.0423061,0.0134475,99.487,13.0726,0.0474457,4.41444,0,0,87.7787,29.2406,29.9676,187.356,13.1149
23,1956.64,25070.8,1872.34,1.12649e+07,99.9309,0,0,3.89718e+06,274.361,31518.5,30755,97469.4,3.66652e+06,93275.1,1.64644e+09,10.1517,0,0,5.69599e+08,0.0359919,1.85706e+08,4.49319e+08,1.24061e+08,2.06138e+10,3.26231e+11,2132.64,1.56963e+09,4.43533e+08,7.8555e+08,0.000909799,265716,67483.3,8.43646e-09,1.01238e-08,3.5885,0,0,1.28488e+09,0.0760181,2.65231e+07,1.36215,0.241813,0.378649,1.42021,3.18167e+08,3.08791e+08,0.00413732,0.00334425,1.0991e+08,4.41297e+08,28899.2,21.9541,702.118,3851.02,0.603742,8.89617,186864,2.75099e+06,1.33518e+06,8.72008e+06,1.4262,0,0,173509,952052,1.39259,7.00074e-09,8.09165e-10,8.40089e-09,9.70983e-10,605.897,0.00244427,0.0029344,20.1969,0.0202634,6.11427,0.386424,0.193537,0.062103,92.1802,12.9495,0.213568,91.7669,7.22996e-27,4.61117e-20,553.167,0,0,1.89354,38.1613,754.36,0.0147478,0.000456532,0.00231489,0.000286638,4.74546,47.2685,2.28709,92.1854,0.717987,291.281,0.119104,0.023489,0.842704,93.5769,0,0,0.742965,0.319526,0.0608862,180.774,21.8066,0.21726,91.5244,2.83375e-26,3.54434e-19,553.167,0,0,1.02914,20.2408,759.989,0.0076935,0.000132637,0.00113116,7.80056e-05,4.58882,47.1868,3.31216,130.284,0.973961,284.259,0.111563,0.0130817,0.622308,96.604,0,0,300.951,0.95136,99.0486,0.0916995,0.0429375,0.0136196,99.7446,13.1001,0.0468377,4.41365,0,0,87.9208,29.1841,29.9386,187.757,13.143
24,1956.65,24919.9,1872.34,1.12354e+07,97.871,0,0,3.88704e+06,256.024,29122.5,30321.4,97470,3.64444e+06,93275.2,1.64213e+09,10.1937,0,0,5.68116e+08,0.0335863,1.93017e+08,4.43575e+08,1.24172e+08,2.06496e+10,3.17173e+11,2131.89,1.57377e+09,4.43939e+08,7.9641e+08,0.000916272,266313,67631.4,8.59566e-09,1.03148e-08,3.5028,0,0,1.28582e+09,0.0759534,2.65959e+07,1.36296,0.241891,0.378517,1.32529,3.19126e+08,3.09543e+08,0.00414046,0.00334523,1.10164e+08,4.42338e+08,28964.2,21.9551,703.885,3860.53,0.603736,8.89708,186862,2.75092e+06,1.33518e+06,8.74398e+06,1.3922,0,0,173502,952005,1.29952,7.13361e-09,8.24532e-10,8.56033e-09,9.89422e-10,605.93,0.00249098,0.00299047,20.198,0.0204869,6.11243,0.39209,0.196263,0.0628575,92.4091,12.9742,0.210997,91.7636,7.21204e-27,4.61116e-20,553.167,0,0,1.88983,38.0865,754.362,0.0147185,0.000454736,0.00231022,0.000285501,4.74533,47.2675,2.29089,92.3383,0.719157,291.28,0.1191,0.0234432,0.842014,93.5775,0,0,0.754286,0.324128,0.0616236,181.332,21.8559,0.214644,91.5174,2.82502e-26,3.54433e-19,553.167,0,0,1.02432,20.1457,759.991,0.00765714,0.000131392,0.00112577,7.72701e-05,4.58867,47.1856,3.31713,130.479,0.97538,284.257,0.111559,0.0130204,0.621321,96.6047,0,0,300.951,0.95136,99.0486,0.0930418,0.0435452,0.0137841,99.9968,13.1269,0.0462706,4.41288,0,0,88.0597,29.1288,29.9102,188.15,13.1705
25,1956.66,24770.8,1872.35,1.1207e+07,95.9725,0,0,3.87554e+06,334.344,38683.7,35943.4,97470.6,3.62261e+06,93275.3,1.63798e+09,10.2248,0,0,5.66434e+08,0.0438607,2.0039e+08,4.38035e+08,1.24282e+08,2.0683e+10,3.08272e+11,2131.1,1.57791e+09,4.44344e+08,8.07201e+08,0.000922699,266907,67779,8.75418e-09,1.0505e-08,3.42379,0,0,1.28675e+09,0.0758923,2.66688e+07,1.36387,0.241973,0.378383,1.73071,3.20086e+08,3.10295e+08,0.00414367,0.00334628,1.10416e+08,4.43381e+08,29029.3,21.956,705.814,3870.92,0.603731,8.89799,186860,2.75086e+06,1.33518e+06,8.76791e+06,1.36085,0,0,173495,951958,1.69706,7.26571e-09,8.39805e-10,8.71885e-09,1.00775e-09,605.962,0.00253732,0.0030461,20.1991,0.0207151,6.11059,0.397548,0.198884,0.0635781,92.6335,12.9985,0.208598,91.7604,7.19457e-27,4.61116e-20,553.167,0,0,1.88621,38.0133,754.363,0.0146899,0.000452983,0.00230565,0.000284391,4.74521,47.2665,2.29461,92.4879,0.720301,291.279,0.119096,0.0233983,0.841338,93.578,0,0,0.765231,0.328559,0.0623277,181.885,21.9045,0.212204,91.5106,2.81643e-26,3.54433e-19,553.167,0,0,1.0197,20.0547,759.993,0.00762234,0.000130206,0.00112061,7.65692e-05,4.58852,47.1845,3.32188,130.665,0.976739,284.256,0.111554,0.0129617,0.620319,96.6054,0,0,300.951,0.95136,99.0486,0.0943346,0.0441297,0.0139412,100.244,13.1532,0.0457415,4.41212,0,0,88.1955,29.0748,29.8825,188.534,13.1974
26,1956.68,24623.4,1872.35,1.11783e+07,94.2193,0,0,3.86503e+06,311.875,35743,35436.7,97471.2,3.60103e+06,93275.5,1.63378e+09,10.2462,0,0,5.64898e+08,0.040913,2.07826e+08,4.32692e+08,1.24392e+08,2.07165e+10,2.99637e+11,2130.3,1.58203e+09,4.44749e+08,8.17922e+08,0.000929075,267496,67925.2,8.9117e-09,1.0694e-08,3.35083,0,0,1.28768e+09,0.0758327,2.67418e+07,1.36478,0.242058,0.378247,1.6144,3.21047e+08,3.11047e+08,0.00414698,0.00334743,1.10667e+08,4.44424e+08,29094.4,21.9569,707.904,3882.2,0.603725,8.89889,186858,2.75079e+06,1.33518e+06,8.79186e+06,1.3319,0,0,173488,951910,1.583,7.39728e-09,8.55022e-10,8.87673e-09,1.02601e-09,605.994,0.00258364,0.00310171,20.2001,0.0209481,6.10876,0.402806,0.201405,0.0642659,92.8543,13.0224,0.206359,91.7573,7.17745e-27,4.61116e-20,553.167,0,0,1.88266,37.9417,754.365,0.0146619,0.00045127,0.00230118,0.000283307,4.74508,47.2655,2.29825,92.6343,0.721421,291.277,0.119092,0.0233544,0.840669,93.5785,0,0,0.775816,0.332827,0.0629999,182.434,21.9523,0.209924,91.504,2.80797e-26,3.54433e-19,553.167,0,0,1.01525,19.9672,759.994,0.00758886,0.000129069,0.00111564,7.58981e-05,4.58838,47.1834,3.32646,130.845,0.978047,284.255,0.11155,0.0129053,0.619306,96.6061,0,0,300.951,0.95136,99.0486,0.09558,0.0446919,0.0140911,100.487,13.1791,0.0452474,4.41139,0,0,88.3286,29.0218,29.8552,188.911,13.2238
27,1956.69,24477.8,1872.35,1.11488e+07,92.5967,0,0,3.85268e+06,291.069,33025.8,34937.1,97471.9,3.57972e+06,93275.6,1.62946e+09,10.2589,0,0,5.63091e+08,0.0381837,2.15321e+08,4.27543e+08,1.24501e+08,2.07504e+10,2.91273e+11,2129.51,1.58613e+09,4.45153e+08,8.28572e+08,0.000935362,268083,68070.3,9.06813e-09,1.08818e-08,3.28321,0,0,1.28859e+09,0.0757724,2.68149e+07,1.36567,0.242147,0.378108,1.5067,3.22009e+08,3.11799e+08,0.00415035,0.00334858,1.10916e+08,4.45469e+08,29159.6,21.9578,710.157,3894.37,0.603718,8.8998,186856,2.75071e+06,1.33518e+06,8.81584e+06,1.30506,0,0,173481,951860,1.4774,7.52785e-09,8.70123e-10,9.03342e-09,1.04413e-09,606.025,0.00262956,0.00315683,20.2012,0.0211858,6.10694,0.40788,0.203833,0.0649237,93.0712,13.0458,0.204261,91.7543,7.16073e-27,4.61116e-20,553.167,0,0,1.87919,37.8715,754.366,0.0146344,0.000449596,0.0022968,0.000282247,4.74496,47.2646,2.30182,92.7777,0.722518,291.276,0.119088,0.0233114,0.840011,93.5791,0,0,0.786061,0.336944,0.0636427,182.976,21.9994,0.207789,91.4975,2.79964e-26,3.54433e-19,553.167,0,0,1.01096,19.8827,759.996,0.00755653,0.000127977,0.00111085,7.52528e-05,4.58824,47.1823,3.33087,131.018,0.97931,284.253,0.111546,0.0128508,0.618291,96.6068,0,0,300.951,0.95136,99.0486,0.0967812,0.0452333,0.0142344,100.725,13.2044,0.0447846,4.41068,0,0,88.459,28.97,29.8286,189.281,13.2497
