time,agentCount.CD8.effector,agentCount.CD8.cytotoxic,agentCount.CD8.suppressed,agentCount.Th.default,agentCount.Treg.default,agentCount.MDSC.default,agentCount.cancerCell.Stem,agentCount.cancerCell.Progenitor,agentCount.cancerCell.Senescent,agentCount.mac.M1,agentCount.mac.M2,agentCount.vas.tip,agentCount.vas.phalanx,agentCount.vas.default,agentCount.fib.normal,agentCount.fib.CAFs,agentCount.APC.native,agentCount.APC.mature,recruit.CD8.effector,recruit.CD8.cytotoxic,recruit.CD8.suppressed,recruit.Th.default,recruit.Treg.default,recruit.MDSC.default,recruit.cancerCell.Stem,recruit.cancerCell.Progenitor,recruit.cancerCell.Senescent,recruit.mac.M1,recruit.mac.M2,recruit.vas.tip,recruit.vas.phalanx,recruit.vas.default,recruit.fib.normal,recruit.fib.CAFs,recruit.APC.native,recruit.APC.mature,prolif.CD8.effector,prolif.CD8.cytotoxic,prolif.CD8.suppressed,prolif.Th.default,prolif.Treg.default,prolif.MDSC.default,prolif.cancerCell.Stem,prolif.cancerCell.Progenitor,prolif.cancerCell.Senescent,prolif.mac.M1,prolif.mac.M2,prolif.vas.tip,prolif.vas.phalanx,prolif.vas.default,prolif.fib.normal,prolif.fib.CAFs,prolif.APC.native,prolif.APC.mature,death.CD8.effector,death.CD8.cytotoxic,death.CD8.suppressed,death.Th.default,death.Treg.default,death.MDSC.default,death.cancerCell.Stem,death.cancerCell.Progenitor,death.cancerCell.Senescent,death.mac.M1,death.mac.M2,death.vas.tip,death.vas.phalanx,death.vas.default,death.fib.normal,death.fib.CAFs,death.APC.native,death.APC.mature,move.CD8.effector,move.CD8.cytotoxic,move.CD8.suppressed,move.Th.default,move.Treg.default,move.MDSC.default,move.cancerCell.Stem,move.cancerCell.Progenitor,move.cancerCell.Senescent,move.mac.M1,move.mac.M2,move.vas.tip,move.vas.phalanx,move.vas.default,move.fib.normal,move.fib.CAFs,move.APC.native,move.APC.mature,drop_in.CD8.effector,drop_in.CD8.cytotoxic,drop_in.CD8.suppressed,drop_in.Th.default,drop_in.Treg.default,drop_in.MDSC.default,drop_in.cancerCell.Stem,drop_in.cancerCell.Progenitor,drop_in.cancerCell.Senescent,drop_in.mac.M1,drop_in.mac.M2,drop_in.vas.tip,drop_in.vas.phalanx,drop_in.vas.default,drop_in.fib.normal,drop_in.fib.CAFs,drop_in.APC.native,drop_in.APC.mature,drop_out.CD8.effector,drop_out.CD8.cytotoxic,drop_out.CD8.suppressed,drop_out.Th.default,drop_out.Treg.default,drop_out.MDSC.default,drop_out.cancerCell.Stem,drop_out.cancerCell.Progenitor,drop_out.cancerCell.Senescent,drop_out.mac.M1,drop_out.mac.M2,drop_out.vas.tip,drop_out.vas.phalanx,drop_out.vas.default,drop_out.fib.normal,drop_out.fib.CAFs,drop_out.APC.native,drop_out.APC.mature,PDL1_frac
234,11,5142,825,1516,843,101,142,31523,18050,1428,213,14,0,793,0,7445,0,0,1878,0,0,701,0,83,0,0,0,2503,0,0,0,0,0,0,0,0,0,19415,0,9824,2051,0,167,1505302,0,0,0,14,0,763,0,0,0,0,62,11717,3536,5877,4599,135,184,21461,1478504,1917,717,0,0,0,0,0,0,0,46758,3971601,636366,2341423,1079352,73574,116847,5450921,3026489,788388,263737,764,0,0,11402,552787,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51457
235,10,5153,829,1504,844,101,141,34495,14964,1422,216,14,0,796,0,7445,0,0,1883,0,0,701,0,83,0,0,0,2508,0,0,0,0,0,0,0,0,0,19501,0,9842,2053,0,167,1509426,0,0,0,14,0,766,0,0,0,0,62,11784,3546,5899,4608,135,185,21563,1482640,1925,717,0,0,0,0,0,0,0,46847,3985638,638470,2345414,1081437,73770,117255,5468817,3036614,791420,264190,767,0,0,11402,555104,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51339
236,10,5119,828,1508,838,101,143,34270,18034,1415,218,14,0,798,0,7445,0,0,1886,0,0,703,0,83,0,0,0,2510,0,0,0,0,0,0,0,0,0,19539,0,9863,2057,0,169,1515779,0,0,0,14,0,768,0,0,0,0,62,11846,3560,5916,4620,135,185,21643,1486068,1932,717,0,0,0,0,0,0,0,46893,3997931,640083,2349000,1083326,73953,117650,5487938,3044945,794414,264670,769,0,0,11402,557318,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54181
237,10,5109,830,1508,830,102,146,30485,18739,1419,219,14,0,801,0,7445,0,0,1890,0,0,704,0,84,0,0,0,2522,0,0,0,0,0,0,0,0,0,19597,0,9886,2059,0,172,1517395,0,0,0,14,0,771,0,0,0,0,62,11897,3579,5933,4637,135,185,21722,1490685,1935,721,0,0,0,0,0,0,0,46994,4009111,641778,2352626,1084890,74158,118053,5506704,3054950,797371,265122,772,0,0,11402,559504,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51110
238,9,5132,831,1523,824,102,147,35857,14691,1420,216,14,0,804,0,7445,0,0,1894,0,0,705,0,84,0,0,0,2530,0,0,0,0,0,0,0,0,0,19693,0,9919,2061,0,173,1523547,0,0,0,14,0,774,0,0,0,0,62,11957,3596,5947,4650,135,185,21820,1495415,1944,722,0,0,0,0,0,0,0,47097,4021230,643500,2356547,1086755,74381,118473,5523690,3065536,800306,265579,775,0,0,11402,561939,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52433
239,11,5114,829,1549,819,102,147,33525,17035,1417,215,14,0,808,0,7445,0,0,1901,0,0,706,0,84,0,0,0,2538,0,0,0,0,0,0,0,0,0,19759,0,9960,2066,0,173,1527031,0,0,0,14,0,778,0,0,0,0,62,12031,3613,5957,4666,135,185,21918,1498789,1955,723,0,0,0,0,0,0,0,47183,4033322,645277,2360143,1088490,74602,118863,5543475,3073825,803272,266055,779,0,0,11402,564226,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52441
240,11,5099,823,1567,816,102,147,37037,16991,1411,218,14,0,812,0,7445,0,0,1906,0,0,710,0,84,0,0,0,2544,0,0,0,0,0,0,0,0,0,19806,0,9999,2069,0,173,1534875,0,0,0,14,0,782,0,0,0,0,62,12090,3627,5977,4677,135,185,21996,1503087,1964,723,0,0,0,0,0,0,0,47296,4045516,647044,2364187,1090177,74803,119307,5562101,3083236,806201,266494,783,0,0,11402,566546,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55906
241,10,5091,816,1567,818,102,148,28171,23540,1407,219,14,0,815,0,7445,0,0,1911,0,0,710,0,84,0,0,0,2551,0,0,0,0,0,0,0,0,0,19868,0,10031,2070,0,174,1536848,0,0,0,14,0,785,0,0,0,0,62,12151,3649,5995,4690,135,185,22091,1507282,1972,725,0,0,0,0,0,0,0,47427,4057375,648921,2367976,1091848,75011,119711,5582519,3092698,809079,266905,786,0,0,11402,568843,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53587
242,11,5091,812,1560,813,102,147,33590,18797,1399,215,14,0,821,0,7445,0,0,1919,0,0,712,0,84,0,0,0,2552,0,0,0,0,0,0,0,0,0,19947,0,10045,2074,0,174,1543906,0,0,0,14,0,791,0,0,0,0,62,12216,3674,6007,4710,135,186,22174,1513581,1982,728,0,0,0,0,0,0,0,47556,4069549,650890,2371801,1093548,75213,120129,5597776,3105772,811973,267355,792,0,0,11402,571178,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54250
243,11,5084,823,1561,812,102,147,29349,21279,1399,215,14,0,823,0,7445,0,0,1928,0,0,716,0,84,0,0,0,2561,0,0,0,0,0,0,0,0,0,20007,0,10069,2078,0,174,1546568,0,0,0,14,0,793,0,0,0,0,63,12269,3685,6025,4724,135,186,22263,1517913,1990,729,0,0,0,0,0,0,0,47750,4084190,653004,2376666,1095695,75408,120558,5616085,3116040,814954,267835,794,0,0,11402,573398,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52491
244,10,5091,822,1543,816,102,146,33577,17890,1398,216,14,0,825,0,7445,0,0,1936,0,0,718,0,84,0,0,0,2564,0,0,0,0,0,0,0,0,0,20083,0,10086,2081,0,174,1552885,0,0,0,14,0,795,0,0,0,0,63,12334,3699,6048,4737,135,187,22344,1523310,1992,730,0,0,0,0,0,0,0,47947,4102471,655867,2382563,1098574,75587,120946,5632030,3127812,817900,268331,796,0,0,11402,575714,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53329
245,9,5093,819,1548,812,102,147,27807,21961,1391,220,14,0,827,0,7445,0,0,1943,0,0,721,0,84,0,0,0,2568,0,0,0,0,0,0,0,0,0,20142,0,10107,2085,0,175,1555653,0,0,0,14,0,797,0,0,0,0,63,12383,3718,6062,4750,135,187,22460,1527661,1999,730,0,0,0,0,0,0,0,48089,4119973,658301,2387855,1101403,75786,121327,5650295,3137600,820836,268816,798,0,0,11402,578015,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51628
246,9,5067,822,1543,800,101,146,31568,17403,1392,212,14,0,830,0,7445,0,0,1948,0,0,724,0,84,0,0,0,2572,0,0,0,0,0,0,0,0,0,20193,0,10124,2085,0,175,1560608,0,0,0,14,0,800,0,0,0,0,63,12445,3735,6082,4767,136,188,22556,1533317,2007,733,0,0,0,0,0,0,0,48176,4135640,660595,2392753,1103760,75994,121710,5665318,3149546,823800,269261,801,0,0,11402,580324,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50822
247,8,5048,821,1546,806,102,143,29795,17507,1385,209,14,0,834,0,7445,0,0,1955,0,0,727,0,85,0,0,0,2574,0,0,0,0,0,0,0,0,0,20243,0,10154,2090,0,175,1562982,0,0,0,14,0,804,0,0,0,0,63,12506,3752,6098,4780,136,191,22637,1537279,2018,734,0,0,0,0,0,0,0,48310,4149079,662608,2397188,1105593,76201,122117,5682558,3159103,826666,269664,805,0,0,11402,582480,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49141
248,9,5043,825,1541,809,102,143,35546,14543,1387,210,14,0,835,0,7445,0,0,1958,0,0,727,0,85,0,0,0,2584,0,0,0,0,0,0,0,0,0,20313,0,10175,2092,0,175,1570071,0,0,0,14,0,805,0,0,0,0,63,12558,3773,6111,4792,136,191,22733,1541485,2024,735,0,0,0,0,0,0,0,48372,4161951,664721,2401404,1107510,76427,122517,5698767,3168683,829596,270103,806,0,0,11402,584751,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51931
249,9,5043,834,1532,807,102,142,31552,18248,1381,212,14,0,837,0,7445,0,0,1963,0,0,729,0,85,0,0,0,2592,0,0,0,0,0,0,0,0,0,20390,0,10188,2095,0,175,1573298,0,0,0,14,0,807,0,0,0,0,63,12623,3781,6124,4808,136,192,22818,1544916,2035,736,0,0,0,0,0,0,0,48443,4174515,666460,2405346,1109405,76651,122896,5718197,3176433,832438,270547,808,0,0,11402,586950,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51637
250,8,4997,837,1537,804,102,143,34826,14309,1382,209,14,0,840,0,7445,0,0,1968,0,0,732,0,85,0,0,0,2597,0,0,0,0,0,0,0,0,0,20423,0,10218,2100,0,176,1577522,0,0,0,14,0,810,0,0,0,0,63,12688,3798,6145,4823,136,192,22926,1549697,2041,737,0,0,0,0,0,0,0,48537,4186473,668599,2408940,1111153,76855,123266,5735595,3186369,835246,270994,811,0,0,11402,589124,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50971
251,8,5022,838,1539,809,101,142,34572,15437,1382,209,14,0,840,0,7445,0,0,1974,0,0,734,0,85,0,0,0,2606,0,0,0,0,0,0,0,0,0,20510,0,10237,2107,0,176,1581815,0,0,0,14,0,810,0,0,0,0,63,12739,3814,6159,4830,137,193,23041,1553001,2050,737,0,0,0,0,0,0,0,48617,4197374,670236,2412675,1112722,77078,123672,5754646,3194157,838220,271463,811,0,0,11402,591225,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51843
252,9,5011,839,1529,809,101,142,33757,18006,1377,209,14,0,841,0,7445,0,0,1987,0,0,735,0,85,0,0,0,2612,0,0,0,0,0,0,0,0,0,20574,0,10256,2111,0,176,1587539,0,0,0,14,0,811,0,0,0,0,63,12813,3826,6181,4842,137,193,23136,1556876,2061,737,0,0,0,0,0,0,0,48831,4208839,671950,2416195,1114546,77294,124026,5773322,3202494,841150,271929,812,0,0,11402,593422,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53592
253,7,5009,837,1519,808,101,142,33474,17089,1372,210,14,0,846,0,7445,0,0,1990,0,0,735,0,85,0,0,0,2622,0,0,0,0,0,0,0,0,0,20634,0,10275,2114,0,176,1591051,0,0,0,14,0,816,0,0,0,0,63,12864,3844,6200,4856,137,193,23247,1561477,2074,738,0,0,0,0,0,0,0,48962,4221479,674189,2420276,1116433,77497,124424,5791586,3212303,844030,272407,817,0,0,11402,595566,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52388
254,8,4996,852,1520,803,99,141,38782,14040,1376,213,14,0,847,0,7445,0,0,1996,0,0,742,0,85,0,0,0,2630,0,0,0,0,0,0,0,0,0,20707,0,10295,2117,0,176,1597654,0,0,0,14,0,817,0,0,0,0,63,12927,3857,6221,4869,139,194,23352,1565716,2075,738,0,0,0,0,0,0,0,49063,4233371,676149,2424039,1117963,77676,124801,5809772,3221597,846955,272843,818,0,0,11402,597650,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54651
255,7,4968,847,1510,804,103,140,34045,20801,1375,210,14,0,847,0,7445,0,0,2000,0,0,744,0,89,0,0,0,2632,0,0,0,0,0,0,0,0,0,20750,0,10310,2122,0,176,1603035,0,0,0,14,0,817,0,0,0,0,63,12995,3870,6237,4884,139,195,23438,1568987,2080,739,0,0,0,0,0,0,0,49155,4244722,678029,2427386,1119214,77889,125184,5830521,3229230,849880,273284,818,0,0,11402,599557,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56674
256,8,4946,838,1517,793,103,140,30635,22541,1368,212,14,0,850,0,7445,0,0,2003,0,0,749,0,89,0,0,0,2636,0,0,0,0,0,0,0,0,0,20790,0,10331,2125,0,176,1607030,0,0,0,14,0,820,0,0,0,0,64,13045,3892,6253,4901,139,195,23515,1574575,2088,740,0,0,0,0,0,0,0,49198,4255100,679750,2430524,1120404,78105,125578,5848431,3240235,852761,273691,821,0,0,11402,601338,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54999
257,7,4930,842,1515,786,103,141,31219,18684,1364,215,14,0,851,0,7445,0,0,2007,0,0,751,0,89,0,0,0,2647,0,0,0,0,0,0,0,0,0,20837,0,10352,2127,0,178,1609452,0,0,0,14,0,821,0,0,0,0,64,13094,3907,6272,4916,139,196,23589,1580196,2099,741,0,0,0,0,0,0,0,49298,4264327,681446,2433439,1121627,78338,125932,5864890,3252360,855666,274137,822,0,0,11402,603213,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51726
258,6,4940,842,1499,790,103,142,37607,15291,1370,209,14,0,852,0,7445,0,0,2013,0,0,755,0,89,0,0,0,2656,0,0,0,0,0,0,0,0,0,20904,0,10365,2130,0,180,1616990,0,0,0,14,0,822,0,0,0,0,64,13143,3922,6290,4930,139,197,23667,1584661,2107,742,0,0,0,0,0,0,0,49460,4272532,682910,2436021,1122845,78587,126300,5881865,3262601,858492,274577,823,0,0,11402,605198,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54722
259,8,4940,833,1495,795,105,140,33207,21521,1363,210,14,0,855,0,7445,0,0,2023,0,0,755,0,91,0,0,0,2660,0,0,0,0,0,0,0,0,0,20979,0,10387,2138,0,180,1622505,0,0,0,14,0,825,0,0,0,0,64,13213,3944,6306,4943,139,199,23732,1588281,2116,743,0,0,0,0,0,0,0,49664,4282595,684551,2439232,1124206,78803,126675,5902086,3271004,861307,275026,826,0,0,11402,607165,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56546
260,10,4923,832,1491,799,104,140,28692,23374,1370,202,14,0,857,0,7445,0,0,2031,0,0,758,0,91,0,0,0,2668,0,0,0,0,0,0,0,0,0,21037,0,10409,2145,0,180,1625723,0,0,0,14,0,827,0,0,0,0,64,13278,3961,6328,4953,140,199,23795,1594098,2122,746,0,0,0,0,0,0,0,49815,4294208,686322,2442807,1125793,79048,127073,5919871,3282446,864079,275456,828,0,0,11402,609126,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53882
261,10,4916,826,1486,802,104,143,30507,19255,1371,202,14,0,859,0,7445,0,0,2034,0,0,758,0,91,0,0,0,2679,0,0,0,0,0,0,0,0,0,21092,0,10432,2151,0,183,1629336,0,0,0,14,0,829,0,0,0,0,64,13329,3981,6348,4964,140,199,23865,1599945,2130,748,0,0,0,0,0,0,0,49913,4307638,688531,2446821,1127928,79276,127478,5935552,3295097,866905,275902,830,0,0,11402,611288,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51582
262,9,4894,824,1497,808,103,143,35615,15895,1373,202,14,0,862,0,7445,0,0,2037,0,0,762,0,91,0,0,0,2686,0,0,0,0,0,0,0,0,0,21149,0,10462,2159,0,183,1635559,0,0,0,14,0,832,0,0,0,0,65,13397,3997,6364,4973,141,199,23946,1604339,2134,749,0,0,0,0,0,0,0,49998,4320685,690609,2450910,1130139,79504,127853,5951970,3305594,869856,276304,833,0,0,11402,613528,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53331
263,9,4898,832,1505,818,103,145,32968,18562,1374,197,14,0,864,0,7445,0,0,2046,0,0,764,0,91,0,0,0,2688,0,0,0,0,0,0,0,0,0,21219,0,10506,2165,0,185,1639370,0,0,0,14,0,834,0,0,0,0,65,13454,4007,6382,4989,141,199,24038,1608038,2140,749,0,0,0,0,0,0,0,50215,4334127,692832,2455420,1132376,79775,128223,5971336,3314297,872724,276709,835,0,0,11402,615608,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53349
264,8,4898,840,1501,818,103,145,33369,18344,1368,197,14,0,868,0,7445,0,0,2055,0,0,765,0,91,0,0,0,2694,0,0,0,0,0,0,0,0,0,21288,0,10520,2172,0,185,1644456,0,0,0,14,0,838,0,0,0,0,65,13513,4019,6393,5004,141,199,24127,1612852,2151,750,0,0,0,0,0,0,0,50413,4347545,694888,2459846,1134476,80018,128613,5989084,3324357,875581,277121,839,0,0,11402,617834,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53526
265,11,4861,838,1498,822,103,146,30502,19964,1359,195,14,0,872,0,7445,0,0,2062,0,0,770,0,91,0,0,0,2696,0,0,0,0,0,0,0,0,0,21330,0,10538,2179,0,186,1647806,0,0,0,14,0,842,0,0,0,0,65,13576,4041,6406,5020,141,199,24210,1617366,2162,752,0,0,0,0,0,0,0,50568,4362101,697378,2464256,1136679,80255,128984,6007317,3334191,878425,277536,843,0,0,11402,620052,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52269
266,11,4818,845,1503,823,103,144,33677,16322,1363,193,14,0,874,0,7445,0,0,2067,0,0,772,0,91,0,0,0,2705,0,0,0,0,0,0,0,0,0,21369,0,10562,2182,0,186,1652390,0,0,0,14,0,844,0,0,0,0,65,13641,4056,6419,5030,141,201,24297,1622330,2168,753,0,0,0,0,0,0,0,50703,4375854,699698,2468285,1138949,80460,129390,6023865,3345026,881257,277928,845,0,0,11402,622396,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51802
267,12,4785,849,1482,828,103,145,36743,15273,1364,192,14,0,876,0,7445,0,0,2076,0,0,773,0,91,0,0,0,2709,0,0,0,0,0,0,0,0,0,21409,0,10570,2189,0,187,1658254,0,0,0,14,0,846,0,0,0,0,66,13699,4074,6437,5044,141,201,24371,1626103,2172,753,0,0,0,0,0,0,0,50857,4387098,701729,2471981,1140815,80694,129786,6042048,3353751,884004,278304,847,0,0,11402,624359,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53820
268,11,4786,854,1470,836,102,145,33273,20848,1367,191,14,0,877,0,7445,0,0,2079,0,0,776,0,91,0,0,0,2717,0,0,0,0,0,0,0,0,0,21475,0,10576,2196,0,187,1664135,0,0,0,14,0,847,0,0,0,0,67,13751,4085,6444,5057,142,201,24434,1629816,2178,753,0,0,0,0,0,0,0,50911,4396316,703318,2474968,1142245,80890,130189,6061894,3361918,886809,278700,848,0,0,11402,626414,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55926
269,11,4753,859,1480,838,102,146,28544,22986,1374,188,14,0,881,0,7445,0,0,2084,0,0,778,0,91,0,0,0,2723,0,0,0,0,0,0,0,0,0,21523,0,10609,2206,0,188,1667152,0,0,0,14,0,851,0,0,0,0,67,13818,4099,6462,5072,142,201,24488,1635370,2180,753,0,0,0,0,0,0,0,51001,4405871,705111,2477732,1143914,81103,130569,6080004,3373164,889625,279062,852,0,0,11402,628404,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53340
270,11,4756,854,1468,843,102,147,31059,18728,1377,188,14,0,882,0,7445,0,0,2093,0,0,779,0,91,0,0,0,2731,0,0,0,0,0,0,0,0,0,21592,0,10623,2216,0,189,1671297,0,0,0,14,0,852,0,0,0,0,67,13877,4120,6480,5086,142,201,24542,1641204,2184,754,0,0,0,0,0,0,0,51203,4416169,706819,2481219,1145841,81332,130977,6095429,3385572,892467,279451,853,0,0,11402,630437,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51601
271,8,4770,848,1466,845,102,146,34279,16441,1368,189,14,0,887,0,7445,0,0,2094,0,0,782,0,91,0,0,0,2735,0,0,0,0,0,0,0,0,0,21681,0,10640,2225,0,189,1676681,0,0,0,14,0,857,0,0,0,0,67,13942,4140,6495,5100,142,202,24620,1645577,2194,756,0,0,0,0,0,0,0,51279,4428604,708860,2485399,1147985,81557,131355,6112218,3395602,895301,279833,858,0,0,11402,632451,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52525
272,13,4755,856,1484,833,100,146,31335,21945,1368,190,14,0,890,0,7445,0,0,2103,0,0,785,0,91,0,0,0,2742,0,0,0,0,0,0,0,0,0,21736,0,10677,2228,0,189,1683094,0,0,0,14,0,860,0,0,0,0,67,13995,4153,6512,5120,144,202,24683,1649367,2200,756,0,0,0,0,0,0,0,51493,4445772,711525,2490605,1150763,81766,131731,6130716,3404397,898087,280223,861,0,0,11402,634585,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55084
273,12,4749,861,1502,830,99,146,27539,22345,1365,191,14,0,892,0,7445,0,0,2108,0,0,786,0,91,0,0,0,2751,0,0,0,0,0,0,0,0,0,21796,0,10715,2232,0,189,1685542,0,0,0,14,0,862,0,0,0,0,67,14050,4165,6525,5135,145,202,24737,1655157,2211,756,0,0,0,0,0,0,0,51626,4460930,713851,2495438,1153038,81978,132133,6147501,3416231,900833,280624,863,0,0,11402,636723,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51685
274,9,4761,858,1488,829,99,146,30527,17754,1359,194,14,0,896,0,7445,0,0,2114,0,0,790,0,91,0,0,0,2757,0,0,0,0,0,0,0,0,0,21867,0,10726,2235,0,189,1689586,0,0,0,14,0,866,0,0,0,0,68,14106,4179,6546,5147,145,202,24789,1660752,2217,759,0,0,0,0,0,0,0,51748,4475139,716129,2500309,1155329,82188,132544,6162349,3428284,903599,281043,867,0,0,11402,638916,0,0,0,0,0,259,0,153,159,29846,14390,0,1772,0,0,30,4467,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50079
